Country,Year,Tech Sector,Market Share (%),R&D Investment (in USD),Number of Patents Filed (Annual),Number of Tech Companies,Tech Exports (in USD),Number of Startups,Venture Capital Funding (in USD),Global Innovation Ranking,Internet Penetration (%),5G Network Coverage (%),University Research Collaborations,Top Tech Products Exported,Number of Tech Workers
Japan,2008,Cloud Computing,36.86643089549849,62945888635.32521,3008,1976,60254031874.48844,104,8351510764.303423,18,70.84289887264269,15.352584156192233,132,AI Chips,134219
Japan,2023,Robotics,37.289437741487205,33161549572.560673,9287,1079,45941061587.4443,187,47889787444.931984,13,49.76586038514564,89.0973675978602,92,AI Chips,676775
China,2015,Robotics,7.295277356159806,71767751779.94258,9495,1052,173264368265.9434,110,2855350481.4112463,14,82.39908237494402,53.44633085296277,133,Cloud Servers,224267
China,2012,Robotics,48.955897674159736,12262452425.130692,1975,1232,75553630857.17834,202,23025989431.590546,8,80.79364121747886,73.27126341223561,137,Semiconductors,445849
Japan,2002,Cloud Computing,14.682750584635274,45105265981.46655,4160,140,22089467390.51628,194,23122054084.095715,2,77.30686757925591,75.13533804971536,123,Robots,328782
Japan,2003,Telecommunications,18.794838376830757,88257829612.61674,8144,592,22899326430.395443,200,32632318099.865902,7,79.28196626419816,50.9471829869431,15,AI Chips,33564
Japan,2003,Software,18.448256634728956,87952410232.81789,3445,1669,50256110003.546135,237,4623794939.861626,3,48.01039313896404,79.04118453470888,130,AI Chips,206131
China,2004,Software,29.67516829533833,51195305658.45404,8212,769,20023434147.05941,276,23088842240.632126,5,46.72627017787522,87.5319394415297,198,Cloud Servers,151073
China,2015,Semiconductor,24.940613476689883,30601891809.516937,7899,337,103999049866.54288,295,39882069692.333435,10,98.85507010076357,74.32592551624484,94,5G Equipment,271019
Japan,2006,Biotechnology,48.13972425221127,8573529150.4443035,4857,843,12375609779.63826,227,14184694783.796253,6,73.87470352252038,25.144437530990842,84,Robots,414826
Japan,2007,Telecommunications,18.38095694392031,23606282983.254856,7655,529,108586859622.38486,153,48947896590.71843,8,40.612091259324295,48.29804486213209,18,Semiconductors,945972
China,2001,Cloud Computing,13.879876157711022,21420993398.612637,7307,1959,197119265144.97006,349,29121647182.68433,9,67.05395731702673,63.06770903217742,104,Robots,2422
Japan,2017,Telecommunications,18.18260499034062,42138316102.598656,4801,1056,177126332146.55814,449,2069992678.8322499,5,47.293369246620074,36.776088871552815,37,5G Equipment,13320
Japan,2020,Telecommunications,45.578180355247426,20224687049.155247,3023,640,45210731101.07655,216,26047496276.963097,17,76.8229462480384,47.77710562088191,67,5G Equipment,595375
China,2014,Semiconductor,28.870630099653138,79674651375.60985,119,943,77819907596.42867,388,49387913535.72772,7,89.41112478716956,56.80568780455958,152,Semiconductors,562125
Japan,2011,AI,36.07329397698933,64845542155.2908,6816,1827,74079713901.9326,242,22449969257.315918,15,97.34940907915721,42.55050067500371,197,5G Equipment,525131
Japan,2007,AI,14.24750508708912,53258079638.78155,9687,671,11939006967.815546,135,3575097709.6581755,11,61.53135692077208,20.81262352626795,151,Robots,958295
Japan,2014,Biotechnology,10.337651363957669,15992576352.19534,479,627,185535046544.08392,257,31220774890.768345,12,56.506593565987934,54.8853912719241,197,Cloud Servers,898194
Japan,2003,Software,29.683121852249776,65031915645.21224,1627,683,26991185398.56944,459,8118317289.316944,4,87.21700723067099,42.30488999279154,18,Semiconductors,752341
Japan,2016,Semiconductor,21.67590414694171,75598103078.48009,2884,1649,141086758578.09012,244,48246790710.68022,13,61.70064871394939,80.95452799856511,2,Robots,922811
China,2002,Telecommunications,26.14109623841777,64546625311.46723,4262,1669,77653533181.43303,54,25102377296.789146,3,91.75497692898854,24.95624840074224,52,Cloud Servers,580902
Japan,2012,Software,45.133919938212934,11847985704.889671,323,345,119778642281.54616,213,31530228926.18537,6,74.99436281662022,52.269154200508055,123,Cloud Servers,972775
Japan,2010,AI,46.02517611216393,48910923585.80974,4110,459,122172824711.50032,461,1181154756.8086267,15,89.48149718890997,31.79327624294941,144,Cloud Servers,657757
China,2010,AI,41.50427759859357,94805833626.87767,8355,377,73708489736.28833,123,6127029276.257086,3,78.63240738401109,22.15405071233007,135,Robots,276137
Japan,2021,AI,39.52170756106874,27986107367.72511,2990,637,94858427851.55966,236,14069192692.256361,10,62.99219192597953,42.4727942359729,66,Semiconductors,753196
Japan,2022,Cloud Computing,9.874419404982484,65473374793.336136,6907,1396,68667091026.04174,327,1008192551.4935441,5,56.41355486013493,14.568273292930831,175,Cloud Servers,684875
Japan,2018,Biotechnology,25.365602293649896,26246959834.829693,1076,1439,38945347198.670135,120,48699704209.29559,12,47.23914486820014,23.23535491925215,112,Semiconductors,225402
Japan,2021,Telecommunications,49.534557308998856,63383829153.89197,9487,124,123314581371.47365,437,26775149364.140144,1,56.955981377952334,76.06755303097445,49,5G Equipment,181314
Japan,2019,Robotics,20.839259448717925,47693707667.20743,6095,1163,20380740861.324223,299,23155947271.178776,7,61.73821479171552,25.096195053908925,182,Semiconductors,248333
Japan,2000,Telecommunications,11.740236029039353,70842998472.23251,7975,447,19941250977.717773,121,4876911815.753844,7,78.60422279497561,14.138501256536822,115,Semiconductors,835623
Japan,2007,Robotics,33.55132188311816,6454283547.213168,4004,1781,114431785785.27365,188,9305554769.87954,12,91.76464397955313,20.1438585598859,188,Robots,86945
China,2022,Software,17.935165760653685,35364614788.21989,1162,697,51604829944.94967,202,46986936356.374985,11,71.90869247833953,20.896384058339308,156,Semiconductors,431753
China,2018,Biotechnology,23.281453324685753,11252121414.438272,2987,1485,128830227916.24045,305,9357038546.429749,5,77.01276518132903,25.296916550347532,156,Cloud Servers,492759
China,2017,Software,7.012043755857533,17399278105.113174,1601,1426,26621920089.993305,143,39925678107.98916,9,56.668076826235065,88.30715415699727,186,AI Chips,434386
China,2007,Robotics,18.009702554995197,62666793408.04415,1948,262,143121070606.79147,183,3118409737.7584734,8,87.25147719210648,45.23108322059847,67,AI Chips,762755
China,2004,Biotechnology,17.004610160597267,99716071005.80286,5860,532,60967242987.47149,284,43701069464.371735,8,47.01317992129212,38.118660124063844,8,AI Chips,500445
Japan,2014,Semiconductor,33.69506645161521,99703156696.80736,3959,1281,95258847149.72066,426,47069506063.70461,3,51.21536838624938,12.264773835340028,178,Robots,547170
China,2015,Biotechnology,19.34539044258473,44212885553.31668,6760,402,122440720523.47351,493,31354896903.422287,9,83.48566172230133,26.68884389043077,67,AI Chips,310603
China,2003,Telecommunications,33.580742482415204,47390103372.99836,2901,1818,48657351402.87183,67,23182372204.67604,10,88.85327932538273,55.42233334091822,38,5G Equipment,583602
Japan,2015,Robotics,41.58840488774337,22559929495.670197,578,1936,133291433557.07677,232,2659589431.795585,19,44.06182676502168,74.99303791892017,110,AI Chips,330250
Japan,2016,Robotics,35.91078178303843,96224684728.37999,5404,1746,91858661743.4746,80,47584917169.521805,15,59.1535857462673,26.057197383054955,100,Robots,304779
China,2016,Robotics,44.791459744951574,87304511275.9512,8586,822,111718613434.48013,187,48038873733.61157,7,81.81883363541186,53.90918334429454,87,Cloud Servers,111650
Japan,2014,Biotechnology,12.214963210141365,25621637626.310814,5946,407,177669221002.5105,379,18055760767.0284,15,80.47007139427316,76.55831187183283,101,Semiconductors,540199
Japan,2004,Semiconductor,20.616654335472916,86743407664.79607,6960,899,85457104558.96732,256,48209657121.219154,19,94.22333908305342,52.657314966861854,155,Semiconductors,15696
China,2023,Telecommunications,40.84283933861984,66141072094.97669,5500,1827,141362371767.724,480,36483124556.12887,13,50.67449166447659,60.471761829150566,26,Robots,213229
Japan,2021,Cloud Computing,39.132465025725246,52799019094.70803,6947,1995,180330532824.0396,158,37153833668.12014,9,60.89777110788154,26.50009019294955,61,Cloud Servers,629651
China,2000,AI,40.55070149132312,50500198759.21533,7876,1677,48200452979.79012,276,30919322176.138016,15,72.18113222704181,85.52278471124554,167,Robots,594893
China,2008,Cloud Computing,23.32656904056269,54325885433.842316,5616,1976,44048006061.02534,179,36647078065.76093,12,97.22960326230472,56.05960173067374,108,Robots,777090
China,2000,Software,8.240769547722389,89527663084.87215,3734,988,187782948903.61353,275,41787653070.443756,16,41.940939874266064,55.71028688828004,29,AI Chips,149101
Japan,2015,Software,22.637463425987864,5409809512.496087,4192,1867,158738012891.58688,483,27981913756.883358,6,51.650812218696025,57.83581683486006,44,AI Chips,166142
Japan,2009,Software,45.847821804548275,79299472724.22093,6704,53,33832296417.836517,46,7016987709.1260605,5,52.28617475526993,78.89363458147562,93,Semiconductors,306241
China,2017,Cloud Computing,34.15772371845648,8133964284.0784025,6386,755,192687213242.3072,486,31339036598.563194,2,80.14291571612335,43.41114363522418,53,Robots,387977
Japan,2014,Software,7.2671049984306935,63206703158.713615,5965,1887,15688420235.106493,384,36814494.77630654,8,81.34105072189573,70.82613464536502,83,AI Chips,942085
Japan,2020,Software,28.011402977332985,78406139581.87387,2970,896,166216776358.0702,33,42642815425.50428,16,44.84226620636845,13.230571016778763,166,Robots,592046
Japan,2010,Telecommunications,48.72032331472471,71767037893.2659,7192,1149,151409109699.9517,336,6488920574.43905,13,60.270289044515465,13.080315308834605,18,Cloud Servers,382290
China,2009,Robotics,12.04246614746334,31690965572.260124,8332,1125,118794746746.82304,429,36622839679.1495,2,78.48252640930387,32.077846628504425,99,Cloud Servers,477468
Japan,2005,Robotics,20.914878954607914,76116209483.76956,8118,125,45641288386.40073,369,32784470295.464977,16,77.1588893554978,69.58370077260969,13,Robots,214784
China,2010,Telecommunications,35.99258358733189,61656351391.88444,4300,1316,141881834413.34018,94,10304673641.859838,13,93.43019914921712,28.214774952254167,43,AI Chips,984630
Japan,2010,Cloud Computing,20.654255503604723,10763056571.331608,9137,421,88524550538.33473,30,4789736780.8134985,9,91.01963474406733,45.356800525557475,47,Cloud Servers,248565
China,2018,Software,45.40335430754312,26178918036.553135,2232,1681,139325452654.18945,323,12962998754.315739,4,89.12372408399412,12.893759497684707,182,5G Equipment,981888
Japan,2013,Telecommunications,32.342980425510405,17563616160.569756,3680,503,37227670651.7813,251,13058471047.903702,11,72.71828788044436,63.15402993025903,156,5G Equipment,389212
China,2008,Semiconductor,9.92469436512757,91090099989.3719,3837,394,63953557122.32706,181,2190964183.851472,17,76.21761936246,87.72128169493483,140,Cloud Servers,937773
Japan,2021,Cloud Computing,44.487070577701665,53819425792.48862,6890,493,182850820028.33624,328,8568865745.443985,9,49.11617668625565,16.18251360676629,164,Robots,39348
Japan,2006,Software,42.411213608956885,93827170685.32846,5122,1079,103202994546.00446,294,3363905592.4427404,15,83.98221319032973,27.11270965362055,15,Robots,548362
Japan,2000,Biotechnology,39.33458669052578,87881670166.97758,3124,412,49311168769.07068,197,31895659945.148193,15,83.38329672866925,42.94872162960008,28,5G Equipment,343204
Japan,2015,Cloud Computing,32.67203591542338,1486632438.9515224,3542,385,147564754027.32477,61,17795412361.182392,18,65.0498511260765,44.99452056658392,143,Semiconductors,101317
Japan,2012,Robotics,26.547371120243184,26761500716.530323,3839,99,191315750895.02072,244,34572138599.25912,3,57.04127138798173,24.44736372264937,73,AI Chips,117349
Japan,2004,Telecommunications,44.33951115289227,52185862866.18358,1569,61,6771844258.115567,382,7568641679.925927,8,62.11932818511962,84.8925176090253,181,Cloud Servers,266013
China,2008,Cloud Computing,6.758317510670752,22955116409.755913,7545,1431,42682914084.91294,376,34967790503.65048,6,73.04671838782473,64.00933177837284,10,5G Equipment,726237
China,2015,Cloud Computing,17.395616098336312,59133963786.81177,8798,1363,199053924369.40253,257,33194721663.591076,16,76.10302001411581,26.597847858914214,194,Cloud Servers,653761
China,2003,Telecommunications,32.12213173958023,17503767929.105694,9658,258,181774992943.0197,218,46471856315.7896,2,94.69879876529012,58.50025705422985,132,5G Equipment,547336
China,2007,AI,40.6938485312231,69190392991.84677,1737,694,85119930674.01147,97,4090604398.4075036,16,40.11619261048456,76.26668137127879,85,Semiconductors,945342
China,2015,Cloud Computing,21.82272694825281,80932215467.47394,391,837,85945577187.37015,162,47594794222.91574,8,72.43532018049612,16.599545688078994,171,Robots,711907
Japan,2002,Software,10.785038178818667,58161048472.323006,1865,1360,185697087792.73874,161,39771288031.14132,9,75.42908947358367,54.91109762094673,127,Semiconductors,507526
China,2001,Robotics,47.60636606582644,1224044801.6441422,5294,1183,164898741636.13382,327,17010216475.463167,8,61.54590399047768,58.10952329231316,15,Robots,686283
Japan,2002,Telecommunications,11.641537693301165,32957897331.908245,5810,1644,195700232662.79974,183,42484759914.01841,6,64.72686943448426,66.72045906252046,129,Robots,272339
Japan,2010,Semiconductor,24.320573962802488,39252779473.792366,4317,1281,41484876677.99141,76,46813344985.59737,6,52.36773382035987,73.91415463804225,81,AI Chips,268793
China,2001,Cloud Computing,18.676715208096578,16972940113.116602,2177,736,118834634422.00253,313,33276322845.186836,15,70.6114638706359,88.49509390715453,109,5G Equipment,81453
China,2011,Cloud Computing,33.43051599860692,40105597239.3762,6477,1312,35157936963.18744,299,17294858753.651608,6,61.398644040939374,80.3181035877885,99,Semiconductors,506841
Japan,2015,Biotechnology,25.102359944236518,43809275930.060074,9255,763,119341425596.59412,427,44079716948.66072,18,49.842303919724145,72.94791339333221,52,Semiconductors,855306
China,2004,Software,28.578006031175306,96439057535.73409,4167,1001,117851287197.16966,68,32393687518.42766,15,54.05567173999938,22.823644710194717,91,Robots,270649
China,2015,Robotics,17.945214653459537,5364503938.226984,7415,1861,111306771845.75584,151,21129232586.403084,12,51.73991259493155,20.084593456747236,17,Semiconductors,78288
Japan,2011,Software,24.374855123238998,61790519518.44306,9579,1506,81670535725.57051,56,31658833668.56561,9,42.2502397340265,59.93014948138154,68,AI Chips,975061
Japan,2018,Biotechnology,40.200361005906046,36277234263.60093,9515,1101,88031856298.22484,326,8312438065.847203,18,81.68201056229408,43.5622796657171,117,Semiconductors,710224
China,2006,Semiconductor,21.648657528827638,56278440987.26936,5945,1151,140551798471.53308,156,22148317131.90619,6,46.22363363502538,54.857574939088096,68,Robots,696850
Japan,2017,Robotics,48.44309300759226,93390742490.72899,848,1869,6708896387.838055,489,49310723417.2869,9,62.2529094248339,64.15611775077535,75,Robots,711941
China,2006,Cloud Computing,10.557077102034071,33275372637.926758,2816,823,34768860948.225006,38,35013534353.268074,6,95.65096929851333,20.39265862365034,67,Robots,220135
China,2018,Software,39.31293321260625,9169557933.724274,6355,584,47368005416.67741,18,28342489786.135124,14,65.22980561774659,36.72782156714811,112,AI Chips,206287
Japan,2022,AI,43.18750102344225,73235310519.14348,2323,52,193913833449.76108,313,2501605886.3022566,10,48.658324859936606,41.467709962539054,104,Robots,13513
Japan,2009,Software,38.88725270671859,35716722357.67621,7079,912,158719285933.15048,338,28200208929.756428,4,70.95394907426683,26.934326126224377,121,Robots,526753
China,2002,Cloud Computing,33.533194690101894,83161678922.92395,8943,1280,20720962908.401962,64,4735366710.829362,15,86.8570151263414,42.45537889777826,149,AI Chips,655661
China,2023,Software,5.8337305184961465,10398099962.802643,6382,1826,60114425076.41881,228,33790919686.038784,9,63.3672799346956,62.90666102682323,122,AI Chips,93542
China,2020,Semiconductor,22.77707022068472,41241076548.03238,276,192,12471675133.428978,417,7095683585.085576,15,93.7644893406534,36.158816437070236,135,AI Chips,570189
China,2017,Cloud Computing,11.326369564873524,53777954943.203606,3787,1995,119112512068.84152,148,47879568992.48439,15,55.87892007178749,71.1991305050299,132,AI Chips,916312
China,2020,Software,26.202376414557897,32520474239.49545,5512,317,125996159639.09557,223,17234571068.587254,12,40.8505085258393,53.1931298433351,124,Robots,937936
China,2017,Software,35.89644155705001,75518320977.47002,7430,1391,155368669709.8428,162,3694125449.9467645,11,64.58020052626348,73.80105659685867,97,Robots,32270
China,2022,Telecommunications,14.885900127642278,76003674007.10945,4752,1542,167272513189.36414,365,4907364059.883481,5,88.18770077277527,89.71167343516898,169,Robots,668838
Japan,2015,Biotechnology,30.94861274550134,6513474467.266101,3435,351,141507195124.5051,199,39242252095.97976,12,85.97460372072749,73.51904200659915,34,AI Chips,704872
China,2013,Telecommunications,33.84078513949856,32135040851.176804,6614,1287,197346009772.00702,227,41758493262.68126,11,86.35493826342096,51.30252594546816,44,5G Equipment,468961
Japan,2015,AI,49.72506742912293,55760328950.44182,7367,427,182251503300.98975,12,22989452083.615158,17,84.24720268353711,30.947523543866797,100,AI Chips,794369
China,2001,Robotics,34.696527686918465,90578124882.60661,536,1846,94309207729.86482,92,16677793115.674143,15,99.87467689035654,22.92750841224879,195,Cloud Servers,233668
Japan,2014,Semiconductor,29.743118405871016,4066700802.3560405,2501,529,142364742193.4157,372,4225662869.10873,2,93.48296229001159,37.287417795484046,157,Cloud Servers,700525
Japan,2006,Biotechnology,23.13641437467193,72823011603.73149,4162,915,130168564104.6304,470,2112069719.798877,2,99.02721121677325,37.82353005789992,189,Cloud Servers,540152
China,2002,AI,26.59131897545046,39565535221.850204,9110,1870,159658938729.00412,296,34902728860.24914,8,43.42523232974342,63.892234972603774,127,Robots,329867
Japan,2013,AI,49.09736041384611,9227910098.22039,4810,1619,105952876306.6645,160,5004566714.650132,13,67.42207725572084,49.201944159582666,154,Cloud Servers,494351
China,2004,Telecommunications,5.276583400418485,12795268294.56629,1176,1016,108161736831.62672,304,12263247325.18376,15,63.83449984079974,58.76731854229172,171,Cloud Servers,782715
China,2009,Biotechnology,33.828327991400855,12656582326.731968,6503,320,78700830268.53745,284,46479898349.03648,16,73.94109791231375,13.42966599793173,107,5G Equipment,260462
Japan,2007,AI,23.76002220595472,92908168295.16414,6017,796,166589397689.7816,240,12157983187.065435,5,76.45041923721949,35.26397832504803,20,Robots,957383
China,2007,Telecommunications,7.364312431506101,36149901013.68159,5051,518,69293325768.58557,496,24152451736.20357,9,67.2119852907897,23.385114800949438,112,Semiconductors,573815
Japan,2021,Robotics,23.829930764006953,70998871140.91383,6655,180,171671765511.31943,146,49099521407.33012,11,89.30907581731319,80.03224852556114,193,Cloud Servers,99987
China,2005,Biotechnology,29.03212979574324,76658566232.87268,4539,1983,54252489797.29282,436,20629735235.763485,10,45.339532975982635,70.92017059746243,149,AI Chips,222089
China,2009,Telecommunications,45.446907850391355,36069421028.77323,5194,446,70538756119.05278,232,22814311710.716278,12,72.76207246128516,50.057300523820736,82,AI Chips,660519
China,2011,Semiconductor,44.526293216450256,65668955973.045715,4057,1431,198885553401.3475,446,49738003836.56171,4,76.782755434936,17.937788725700486,27,Cloud Servers,531135
China,2012,Biotechnology,49.4331617526622,9393855958.147038,6224,1745,80162858744.40161,383,41036151244.956566,6,42.420241780271006,35.613952120803596,135,AI Chips,203083
China,2011,Robotics,45.65720100020602,13126794495.569355,8482,429,151249739532.02618,305,30685419994.302837,9,41.52659727346374,37.7610354432829,102,5G Equipment,508618
Japan,2008,Semiconductor,41.66511669441784,41615750895.82645,4997,1125,104479585174.29044,302,23733001071.31725,11,92.08428663962621,33.44394720850458,164,AI Chips,384382
China,2012,Cloud Computing,10.498726187755421,13689159363.85321,8003,372,124321545259.52103,266,16579991951.04603,12,63.402111612383294,27.96246108350467,52,5G Equipment,45591
Japan,2014,Semiconductor,9.626392740965553,81409985807.72359,9239,832,187486622577.24637,220,14747891970.42785,9,89.18796870299397,58.020458479520855,101,AI Chips,947793
Japan,2020,AI,18.849707019276774,86911096912.73584,5312,210,148674486942.57324,459,19956374150.570507,1,66.78011156669044,26.837352172805915,156,5G Equipment,703901
China,2020,Software,39.61561406471186,94867967041.6217,5222,1972,46139146156.60667,443,9856586139.931211,16,52.111485226224254,33.7182286206841,77,Cloud Servers,507960
China,2017,AI,8.258401997345363,65152547627.1633,9977,1712,133372031256.80396,401,11680909876.503017,13,55.41383547250997,39.0333712157146,51,Semiconductors,953486
Japan,2019,Software,21.588439998207743,24635102903.422413,4434,494,130217985979.43626,133,31937993569.88072,12,87.73096351852814,26.904826896420488,154,Robots,540478
Japan,2022,Software,9.457146460603443,84001573012.9765,8004,1680,99412231444.60234,342,21194317312.300518,17,99.79190575148542,52.71349298531313,94,AI Chips,875165
Japan,2020,Biotechnology,29.96762563763518,80196164398.73137,4970,1790,132553802682.85835,265,15388739348.1209,16,59.49033783553308,68.66462227521353,154,5G Equipment,331760
China,2002,Telecommunications,36.90979773724049,79132513853.86806,6720,1690,57129974667.25166,438,12921215612.43718,1,59.70444068408642,60.42449769786369,152,Robots,902674
Japan,2001,Telecommunications,37.51379357402281,66102380308.06132,1794,1249,40841168120.45854,418,14909561701.898989,5,51.213168624057566,27.2767590350577,116,5G Equipment,270303
China,2009,Robotics,23.49698285176743,51267176309.584206,6443,746,24273853004.814808,170,41589006647.64244,19,54.051062806301786,16.14892067561926,170,Cloud Servers,70781
China,2020,Robotics,30.7708059688096,54102786287.85135,8138,1493,20263694810.51518,419,38494058694.79039,16,71.89454185654398,58.995635578591575,195,5G Equipment,389007
China,2004,Biotechnology,49.738402262004925,52581468522.06688,9797,460,198487832105.08133,265,6801185816.104131,16,59.06874393429153,12.935020406569766,17,5G Equipment,237813
China,2018,Telecommunications,32.36578610807764,35814897920.81304,7107,488,49966338706.86606,270,7256199183.000995,15,79.24360453761074,60.92481105784185,33,Cloud Servers,504208
Japan,2015,Biotechnology,39.06159120038053,66270076797.44479,4713,122,118958746370.14969,270,10931660145.871881,17,58.83949066325238,46.86736987416669,150,AI Chips,514227
China,2003,AI,37.298277294995835,76490240780.02357,1794,799,83000556591.41298,384,11673509165.564812,2,55.51532008332046,59.64651430947321,105,AI Chips,829863
China,2006,Cloud Computing,32.797390047046974,20800871303.13116,1576,1596,135189428728.13895,430,20206569578.401318,10,69.75656133419969,56.293017465227486,82,Cloud Servers,797033
China,2001,AI,19.14138749235094,78728829937.53493,8064,1034,186121480996.74222,373,46695468303.19122,8,96.44892157595416,40.22776985752908,53,AI Chips,307552
Japan,2020,Robotics,43.52375813063327,7714283333.325083,8275,359,166751825522.54242,95,16173215432.539948,7,61.07678235388979,21.477689720167,184,Cloud Servers,790774
China,2011,Biotechnology,46.71800478362258,29513464246.21186,9770,1255,171079246892.64902,186,794588987.765356,15,73.53770619228803,21.86318496612005,190,5G Equipment,215710
Japan,2019,Robotics,20.609509865721723,12695117359.375593,2282,1061,76063691511.24034,49,22594527639.432423,10,45.61855305589542,48.11972680283617,25,AI Chips,870018
Japan,2012,Biotechnology,41.80250224882817,97706124029.72437,7524,1132,95722328686.74498,387,3289713791.4789915,10,60.3005790052392,39.487563579955165,5,Cloud Servers,83285
China,2013,Software,41.47429628624702,71917951775.75482,6056,1528,171562853932.30023,484,46990121194.01785,16,89.12245904380993,34.621810103545236,115,5G Equipment,622481
China,2002,Software,17.364097072530218,15501270937.244371,8470,1126,197697228054.5801,205,16926286956.617903,17,53.8455256823812,57.67690620846984,114,AI Chips,975197
Japan,2006,Semiconductor,44.584960274730996,38887908027.943695,9847,1616,30542845480.445946,327,21296443764.100883,15,81.852186727388,29.26965242639539,180,Cloud Servers,913524
Japan,2015,Telecommunications,33.39047079286492,74167925114.39662,8443,776,16376705295.899492,336,6391723747.947983,19,89.53264330825901,74.15279536484002,131,5G Equipment,231891
Japan,2020,Biotechnology,14.545371840725297,23345382190.770103,3668,1724,179610790420.56763,488,37737377504.94392,2,51.687481567041154,29.567290471956902,148,Cloud Servers,89645
Japan,2014,Telecommunications,31.976886916435372,60133019891.13458,9793,652,38212019483.56977,201,20539455950.659523,19,40.27124875269723,89.264836662688,87,AI Chips,423263
Japan,2002,Telecommunications,22.120026736087993,11627145418.210634,6973,669,86809480644.2823,147,18843708799.81941,1,92.10795750170485,66.48163909543865,194,Robots,762557
